ticker,company,fiscal_year,method,metric_id,status,value,unit,currency,issues,input_refs,inputs_hash,market_price,upside_downside,margin_of_safety
ASML,ASML Holding N.V.,,equity_dcf,fair_value_per_unit_bull,AVAILABLE,707.0510236213485440528523777,currency_per_listed_unit,USD,OUTLIER_REVIEW;ASSUMPTIONS_NOT_COMPANY_SPECIFIC,quote:alphavantage_global_quote:ASML:1763.7600:USD:2026-08-21;shares:sec_companyfacts:dei:EntityCommonStockSharesOutstanding:385417665:2025-12-31:2026-02-25;share_basis:ORDINARY_SHARES;listing:phase6a1_listing_review:ASML:NASDAQ:ADR:1:1:1;analysis_as_of:2026-08-23;quote:alphavantage_global_quote:ASML:1763.7600:USD:2026-08-21;shares:sec_companyfacts:dei:EntityCommonStockSharesOutstanding:385417665:2025-12-31:2026-02-25;share_basis:ORDINARY_SHARES;listing:phase6a1_listing_review:ASML:NASDAQ:ADR:1:1:1;analysis_as_of:2026-08-23;net_debt:calculation_engine_v1:2025:-8525100000.0:EUR:88f571295b37c48e320c153e6f9407dd8291da903d78c9c96ec62b2f45060fb9;fx:frankfurter:EUR:USD:1.1699:2026-08-21;calculation_engine:ASML:free_cash_flow:2023:89af9499f45ed2d4d778b13ce271b428d751d98f0e6e89c82c767808584fce13;calculation_engine:ASML:free_cash_flow:2024:4a58ace26233b52e9d4fa773e4cdfc09a76db395e1044b7e7b27f3737384bf02;calculation_engine:ASML:free_cash_flow:2025:95ff647b370a70e0e7baf5bd9bcd143960c1b887ad40a7d5238fdc96f60322f5,183cec332ccda1931bbc065d297a163c1f0e037b672e7f6c326b4a91b59db914,1763.7600,-0.5991228831466024039252209044,-1.494530014208079870886020084
AAPL,Apple Inc.,2025,current_market_multiples,latest_fy_pe,AVAILABLE,40.30630821355236139630390144,decimal_ratio,,,quote:alphavantage_global_quote:AAPL:309.3500:USD:2026-08-21;shares:sec_companyfacts:dei:EntityCommonStockSharesOutstanding:14594180000:2026-07-17:2026-07-31;share_basis:ORDINARY_SHARES;listing:phase6a1_listing_review:AAPL:NASDAQ:ordinary_share:None:None:1;analysis_as_of:2026-08-23;quote:alphavantage_global_quote:AAPL:309.3500:USD:2026-08-21;shares:sec_companyfacts:dei:EntityCommonStockSharesOutstanding:14594180000:2026-07-17:2026-07-31;share_basis:ORDINARY_SHARES;listing:phase6a1_listing_review:AAPL:NASDAQ:ordinary_share:None:None:1;analysis_as_of:2026-08-23;net_debt:calculation_engine_v1:2025:54744000000.0:USD:a4ea93baa7cb7313f2d15dd6b0a52e57a90cb1332dad9276ba578aa0547a700a;final_data_gate:AAPL:net_income:2025:0000320193-25-000079:us-gaap:NetIncomeLoss,d1d2b070ca0e3fca40d840bd16139324baab2f37e7e59c27711a9bc0f248376e,,,
AAPL,Apple Inc.,2025,current_market_multiples,latest_fy_ev_ebit,AVAILABLE,34.34388262307403231867718903,decimal_ratio,,,quote:alphavantage_global_quote:AAPL:309.3500:USD:2026-08-21;shares:sec_companyfacts:dei:EntityCommonStockSharesOutstanding:14594180000:2026-07-17:2026-07-31;share_basis:ORDINARY_SHARES;listing:phase6a1_listing_review:AAPL:NASDAQ:ordinary_share:None:None:1;analysis_as_of:2026-08-23;quote:alphavantage_global_quote:AAPL:309.3500:USD:2026-08-21;shares:sec_companyfacts:dei:EntityCommonStockSharesOutstanding:14594180000:2026-07-17:2026-07-31;share_basis:ORDINARY_SHARES;listing:phase6a1_listing_review:AAPL:NASDAQ:ordinary_share:None:None:1;analysis_as_of:2026-08-23;net_debt:calculation_engine_v1:2025:54744000000.0:USD:a4ea93baa7cb7313f2d15dd6b0a52e57a90cb1332dad9276ba578aa0547a700a;final_data_gate:AAPL:operating_income:2025:0000320193-25-000079:us-gaap:OperatingIncomeLoss,93ba0c777c4ccfada4447b81a9c61dc4c2dd8877672aca5d778fc4bac917ba06,,,
AAPL,Apple Inc.,2025,current_market_multiples,latest_fy_ev_ebitda,AVAILABLE,31.56833657805289192251360986,decimal_ratio,,,quote:alphavantage_global_quote:AAPL:309.3500:USD:2026-08-21;shares:sec_companyfacts:dei:EntityCommonStockSharesOutstanding:14594180000:2026-07-17:2026-07-31;share_basis:ORDINARY_SHARES;listing:phase6a1_listing_review:AAPL:NASDAQ:ordinary_share:None:None:1;analysis_as_of:2026-08-23;quote:alphavantage_global_quote:AAPL:309.3500:USD:2026-08-21;shares:sec_companyfacts:dei:EntityCommonStockSharesOutstanding:14594180000:2026-07-17:2026-07-31;share_basis:ORDINARY_SHARES;listing:phase6a1_listing_review:AAPL:NASDAQ:ordinary_share:None:None:1;analysis_as_of:2026-08-23;net_debt:calculation_engine_v1:2025:54744000000.0:USD:a4ea93baa7cb7313f2d15dd6b0a52e57a90cb1332dad9276ba578aa0547a700a;calculation_engine:AAPL:ebitda:2025:8d295df7f9110447962275248034561cd1b5139c4919874494010b22f37d1381,be998a39e9ca14ddda7d0cdb781a097645af279154fa8e5bd963adaa44dafd78,,,
AAPL,Apple Inc.,2025,current_market_multiples,latest_fy_p_fcf,AVAILABLE,45.71070887037168284953476364,decimal_ratio,,,quote:alphavantage_global_quote:AAPL:309.3500:USD:2026-08-21;shares:sec_companyfacts:dei:EntityCommonStockSharesOutstanding:14594180000:2026-07-17:2026-07-31;share_basis:ORDINARY_SHARES;listing:phase6a1_listing_review:AAPL:NASDAQ:ordinary_share:None:None:1;analysis_as_of:2026-08-23;quote:alphavantage_global_quote:AAPL:309.3500:USD:2026-08-21;shares:sec_companyfacts:dei:EntityCommonStockSharesOutstanding:14594180000:2026-07-17:2026-07-31;share_basis:ORDINARY_SHARES;listing:phase6a1_listing_review:AAPL:NASDAQ:ordinary_share:None:None:1;analysis_as_of:2026-08-23;net_debt:calculation_engine_v1:2025:54744000000.0:USD:a4ea93baa7cb7313f2d15dd6b0a52e57a90cb1332dad9276ba578aa0547a700a;calculation_engine:AAPL:free_cash_flow:2025:9346da45f2232e4d35e5405fbefd03378659e421a86f6f6287c366d9f3ba31ca,b2c4d32871294fbf264d1c50991dfec2fc5c01e9491179b346ff84f5a486dd87,,,
AAPL,Apple Inc.,2025,current_market_multiples,earnings_yield,AVAILABLE,0.02481001223683804779519967630,decimal_ratio,,,quote:alphavantage_global_quote:AAPL:309.3500:USD:2026-08-21;shares:sec_companyfacts:dei:EntityCommonStockSharesOutstanding:14594180000:2026-07-17:2026-07-31;share_basis:ORDINARY_SHARES;listing:phase6a1_listing_review:AAPL:NASDAQ:ordinary_share:None:None:1;analysis_as_of:2026-08-23;quote:alphavantage_global_quote:AAPL:309.3500:USD:2026-08-21;shares:sec_companyfacts:dei:EntityCommonStockSharesOutstanding:14594180000:2026-07-17:2026-07-31;share_basis:ORDINARY_SHARES;listing:phase6a1_listing_review:AAPL:NASDAQ:ordinary_share:None:None:1;analysis_as_of:2026-08-23;net_debt:calculation_engine_v1:2025:54744000000.0:USD:a4ea93baa7cb7313f2d15dd6b0a52e57a90cb1332dad9276ba578aa0547a700a;final_data_gate:AAPL:net_income:2025:0000320193-25-000079:us-gaap:NetIncomeLoss,d1d2b070ca0e3fca40d840bd16139324baab2f37e7e59c27711a9bc0f248376e,,,
AAPL,Apple Inc.,2025,current_market_multiples,fcf_yield,AVAILABLE,0.02187671170963113531460125372,decimal_ratio,,,quote:alphavantage_global_quote:AAPL:309.3500:USD:2026-08-21;shares:sec_companyfacts:dei:EntityCommonStockSharesOutstanding:14594180000:2026-07-17:2026-07-31;share_basis:ORDINARY_SHARES;listing:phase6a1_listing_review:AAPL:NASDAQ:ordinary_share:None:None:1;analysis_as_of:2026-08-23;quote:alphavantage_global_quote:AAPL:309.3500:USD:2026-08-21;shares:sec_companyfacts:dei:EntityCommonStockSharesOutstanding:14594180000:2026-07-17:2026-07-31;share_basis:ORDINARY_SHARES;listing:phase6a1_listing_review:AAPL:NASDAQ:ordinary_share:None:None:1;analysis_as_of:2026-08-23;net_debt:calculation_engine_v1:2025:54744000000.0:USD:a4ea93baa7cb7313f2d15dd6b0a52e57a90cb1332dad9276ba578aa0547a700a;calculation_engine:AAPL:free_cash_flow:2025:9346da45f2232e4d35e5405fbefd03378659e421a86f6f6287c366d9f3ba31ca,b2c4d32871294fbf264d1c50991dfec2fc5c01e9491179b346ff84f5a486dd87,,,
AAPL,Apple Inc.,,three_year_median,free_cash_flow,AVAILABLE,99584000000.0,currency,USD,,calculation_engine:AAPL:free_cash_flow:2023:105fd467cf898055c83d27a97a5d85ba395e847e453bcc38ddc469295874e87d;calculation_engine:AAPL:free_cash_flow:2024:053bb322073724b9caf8d7dc73f13f5cb9fa6dcfd4a3463a875e1ebecb60057b;calculation_engine:AAPL:free_cash_flow:2025:9346da45f2232e4d35e5405fbefd03378659e421a86f6f6287c366d9f3ba31ca,e3e79f65a43ccc5b538551140b31e0aa58d7cc17a28357958b98170419a20d22,,,
AAPL,Apple Inc.,,three_year_median,net_income,AVAILABLE,96995000000.0,currency,USD,,final_data_gate:AAPL:net_income:2023:0000320193-25-000079:us-gaap:NetIncomeLoss;final_data_gate:AAPL:net_income:2024:0000320193-25-000079:us-gaap:NetIncomeLoss;final_data_gate:AAPL:net_income:2025:0000320193-25-000079:us-gaap:NetIncomeLoss,4e490b02eb11411b2387b651ea654f398eb366fe0288c4398ce647f3c4881c6d,,,
AAPL,Apple Inc.,,equity_dcf,fair_value_per_unit_bear,AVAILABLE,79.85342844534233128473435739,currency_per_listed_unit,USD,ASSUMPTIONS_NOT_COMPANY_SPECIFIC,quote:alphavantage_global_quote:AAPL:309.3500:USD:2026-08-21;shares:sec_companyfacts:dei:EntityCommonStockSharesOutstanding:14594180000:2026-07-17:2026-07-31;share_basis:ORDINARY_SHARES;listing:phase6a1_listing_review:AAPL:NASDAQ:ordinary_share:None:None:1;analysis_as_of:2026-08-23;quote:alphavantage_global_quote:AAPL:309.3500:USD:2026-08-21;shares:sec_companyfacts:dei:EntityCommonStockSharesOutstanding:14594180000:2026-07-17:2026-07-31;share_basis:ORDINARY_SHARES;listing:phase6a1_listing_review:AAPL:NASDAQ:ordinary_share:None:None:1;analysis_as_of:2026-08-23;net_debt:calculation_engine_v1:2025:54744000000.0:USD:a4ea93baa7cb7313f2d15dd6b0a52e57a90cb1332dad9276ba578aa0547a700a;calculation_engine:AAPL:free_cash_flow:2023:105fd467cf898055c83d27a97a5d85ba395e847e453bcc38ddc469295874e87d;calculation_engine:AAPL:free_cash_flow:2024:053bb322073724b9caf8d7dc73f13f5cb9fa6dcfd4a3463a875e1ebecb60057b;calculation_engine:AAPL:free_cash_flow:2025:9346da45f2232e4d35e5405fbefd03378659e421a86f6f6287c366d9f3ba31ca,1c79c3ea4cf792718049c02caf18f22530fb8aaf0383e1ed808d7e99a3c774d0,309.3500,-0.7418670488270815216268486912,-2.873972677475486418437822885
AAPL,Apple Inc.,,equity_dcf,fair_value_per_unit_base,AVAILABLE,113.0161300738280732269426081,currency_per_listed_unit,USD,ASSUMPTIONS_NOT_COMPANY_SPECIFIC,quote:alphavantage_global_quote:AAPL:309.3500:USD:2026-08-21;shares:sec_companyfacts:dei:EntityCommonStockSharesOutstanding:14594180000:2026-07-17:2026-07-31;share_basis:ORDINARY_SHARES;listing:phase6a1_listing_review:AAPL:NASDAQ:ordinary_share:None:None:1;analysis_as_of:2026-08-23;quote:alphavantage_global_quote:AAPL:309.3500:USD:2026-08-21;shares:sec_companyfacts:dei:EntityCommonStockSharesOutstanding:14594180000:2026-07-17:2026-07-31;share_basis:ORDINARY_SHARES;listing:phase6a1_listing_review:AAPL:NASDAQ:ordinary_share:None:None:1;analysis_as_of:2026-08-23;net_debt:calculation_engine_v1:2025:54744000000.0:USD:a4ea93baa7cb7313f2d15dd6b0a52e57a90cb1332dad9276ba578aa0547a700a;calculation_engine:AAPL:free_cash_flow:2023:105fd467cf898055c83d27a97a5d85ba395e847e453bcc38ddc469295874e87d;calculation_engine:AAPL:free_cash_flow:2024:053bb322073724b9caf8d7dc73f13f5cb9fa6dcfd4a3463a875e1ebecb60057b;calculation_engine:AAPL:free_cash_flow:2025:9346da45f2232e4d35e5405fbefd03378659e421a86f6f6287c366d9f3ba31ca,f906ca4aa584962bb1ae8ee9b6c6522ede1da23520ffa5ac2652354efe07b776,309.3500,-0.6346658151807723509715771518,-1.737219897707666409686777004
AAPL,Apple Inc.,,equity_dcf,fair_value_per_unit_bull,AVAILABLE,174.6826748745047683391598569,currency_per_listed_unit,USD,ASSUMPTIONS_NOT_COMPANY_SPECIFIC,quote:alphavantage_global_quote:AAPL:309.3500:USD:2026-08-21;shares:sec_companyfacts:dei:EntityCommonStockSharesOutstanding:14594180000:2026-07-17:2026-07-31;share_basis:ORDINARY_SHARES;listing:phase6a1_listing_review:AAPL:NASDAQ:ordinary_share:None:None:1;analysis_as_of:2026-08-23;quote:alphavantage_global_quote:AAPL:309.3500:USD:2026-08-21;shares:sec_companyfacts:dei:EntityCommonStockSharesOutstanding:14594180000:2026-07-17:2026-07-31;share_basis:ORDINARY_SHARES;listing:phase6a1_listing_review:AAPL:NASDAQ:ordinary_share:None:None:1;analysis_as_of:2026-08-23;net_debt:calculation_engine_v1:2025:54744000000.0:USD:a4ea93baa7cb7313f2d15dd6b0a52e57a90cb1332dad9276ba578aa0547a700a;calculation_engine:AAPL:free_cash_flow:2023:105fd467cf898055c83d27a97a5d85ba395e847e453bcc38ddc469295874e87d;calculation_engine:AAPL:free_cash_flow:2024:053bb322073724b9caf8d7dc73f13f5cb9fa6dcfd4a3463a875e1ebecb60057b;calculation_engine:AAPL:free_cash_flow:2025:9346da45f2232e4d35e5405fbefd03378659e421a86f6f6287c366d9f3ba31ca,4e9eb7e54084dd16fb41461ec2b3f43943c2f05ad8302522275699713404aacf,309.3500,-0.4353235012946346586741236241,-0.770925480859751566516709511
MSFT,Microsoft Corporation,2026,current_market_multiples,latest_fy_pe,AVAILABLE,26.82876584550792903124509342,decimal_ratio,,,quote:alphavantage_global_quote:MSFT:483.2400:USD:2026-08-21;shares:sec_companyfacts:dei:EntityCommonStockSharesOutstanding:7425545491:2026-07-23:2026-07-29;share_basis:ORDINARY_SHARES;listing:phase6a1_listing_review:MSFT:NASDAQ:ordinary_share:None:None:1;analysis_as_of:2026-08-23;quote:alphavantage_global_quote:MSFT:483.2400:USD:2026-08-21;shares:sec_companyfacts:dei:EntityCommonStockSharesOutstanding:7425545491:2026-07-23:2026-07-29;share_basis:ORDINARY_SHARES;listing:phase6a1_listing_review:MSFT:NASDAQ:ordinary_share:None:None:1;analysis_as_of:2026-08-23;net_debt:calculation_engine_v1:2026:19359000000.0:USD:dc821219f185b74ff363db1b1067af6c5350f09a37b30f8478426e72e49e1f80;final_data_gate:MSFT:net_income:2026:0001193125-26-323660:us-gaap:NetIncomeLoss,95751c328d9bff8b7f9a5ce272d0e64ac7aa0213cb7f83661ac97d3cb14a126e,,,
MSFT,Microsoft Corporation,2026,current_market_multiples,latest_fy_ev_ebit,AVAILABLE,23.23981784671721303555209132,decimal_ratio,,,quote:alphavantage_global_quote:MSFT:483.2400:USD:2026-08-21;shares:sec_companyfacts:dei:EntityCommonStockSharesOutstanding:7425545491:2026-07-23:2026-07-29;share_basis:ORDINARY_SHARES;listing:phase6a1_listing_review:MSFT:NASDAQ:ordinary_share:None:None:1;analysis_as_of:2026-08-23;quote:alphavantage_global_quote:MSFT:483.2400:USD:2026-08-21;shares:sec_companyfacts:dei:EntityCommonStockSharesOutstanding:7425545491:2026-07-23:2026-07-29;share_basis:ORDINARY_SHARES;listing:phase6a1_listing_review:MSFT:NASDAQ:ordinary_share:None:None:1;analysis_as_of:2026-08-23;net_debt:calculation_engine_v1:2026:19359000000.0:USD:dc821219f185b74ff363db1b1067af6c5350f09a37b30f8478426e72e49e1f80;final_data_gate:MSFT:operating_income:2026:0001193125-26-323660:us-gaap:OperatingIncomeLoss,e2659ac983bd43f44422430813017acb4ad8ec6c18dbb30e07461112fadad1ae,,,
