ticker,evidence_id,metric,value,unit,period,window,source_type,source_date,status,confidence,source_ref
ASML,ASML:historical:margin_trend:operating_margin,operating_margin,0.0178415937908824295243088870,decimal_ratio_delta,"['2023', '2024', '2025']",trend,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ASML:historical:margin_trend:operating_margin
ASML,ASML:historical:margin_trend:net_margin,net_margin,0.0097101591178772225773769723,decimal_ratio_delta,"['2023', '2024', '2025']",trend,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ASML:historical:margin_trend:net_margin
ASML,ASML:historical:margin_trend:ebitda_margin,ebitda_margin,0.0224013748113024498055640315,decimal_ratio_delta,"['2023', '2024', '2025']",trend,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ASML:historical:margin_trend:ebitda_margin
ASML,ASML:historical:margin_trend:free_cash_flow_margin,free_cash_flow_margin,0.2200245201554898097571095834,decimal_ratio_delta,"['2023', '2024', '2025']",trend,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ASML:historical:margin_trend:free_cash_flow_margin
ASML,ASML:historical:volatility:revenue,revenue,2260647797.031245250456244767,various,"['2023', '2024', '2025']",volatility,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ASML:historical:volatility:revenue
ASML,ASML:historical:volatility:net_income,net_income,904215298.8457266014710874656,various,"['2023', '2024', '2025']",volatility,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ASML:historical:volatility:net_income
ASML,ASML:historical:volatility:free_cash_flow,free_cash_flow,3308383503.565852727465144381,various,"['2023', '2024', '2025']",volatility,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ASML:historical:volatility:free_cash_flow
ASML,ASML:historical:volatility:gross_margin,gross_margin,0.007280305944412276708572608998,various,"['2023', '2024', '2025']",volatility,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ASML:historical:volatility:gross_margin
ASML,ASML:historical:volatility:operating_margin,operating_margin,0.01110974570748508971041662946,various,"['2023', '2024', '2025']",volatility,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ASML:historical:volatility:operating_margin
ASML,ASML:historical:volatility:net_margin,net_margin,0.01084144145035300044139136113,various,"['2023', '2024', '2025']",volatility,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ASML:historical:volatility:net_margin
ASML,ASML:historical:volatility:ebitda_margin,ebitda_margin,0.01139440920784478660217926388,various,"['2023', '2024', '2025']",volatility,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ASML:historical:volatility:ebitda_margin
ASML,ASML:historical:volatility:free_cash_flow_margin,free_cash_flow_margin,0.09987524272247181286240915824,various,"['2023', '2024', '2025']",volatility,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ASML:historical:volatility:free_cash_flow_margin
ASML,ASML:historical:negative_years:revenue,revenue,0,count,"['2023', '2024', '2025']",negative_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ASML:historical:negative_years:revenue
ASML,ASML:historical:negative_years:net_income,net_income,0,count,"['2023', '2024', '2025']",negative_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ASML:historical:negative_years:net_income
ASML,ASML:historical:negative_years:free_cash_flow,free_cash_flow,0,count,"['2023', '2024', '2025']",negative_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ASML:historical:negative_years:free_cash_flow
ASML,ASML:historical:negative_years:gross_margin,gross_margin,0,count,"['2023', '2024', '2025']",negative_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ASML:historical:negative_years:gross_margin
ASML,ASML:historical:negative_years:operating_margin,operating_margin,0,count,"['2023', '2024', '2025']",negative_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ASML:historical:negative_years:operating_margin
ASML,ASML:historical:negative_years:net_margin,net_margin,0,count,"['2023', '2024', '2025']",negative_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ASML:historical:negative_years:net_margin
ASML,ASML:historical:negative_years:ebitda_margin,ebitda_margin,0,count,"['2023', '2024', '2025']",negative_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ASML:historical:negative_years:ebitda_margin
ASML,ASML:historical:negative_years:free_cash_flow_margin,free_cash_flow_margin,0,count,"['2023', '2024', '2025']",negative_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ASML:historical:negative_years:free_cash_flow_margin
ASML,ASML:historical:missing_years:revenue,revenue,0,count,"['2023', '2024', '2025']",missing_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ASML:historical:missing_years:revenue
ASML,ASML:historical:missing_years:net_income,net_income,0,count,"['2023', '2024', '2025']",missing_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ASML:historical:missing_years:net_income
ASML,ASML:historical:missing_years:free_cash_flow,free_cash_flow,0,count,"['2023', '2024', '2025']",missing_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ASML:historical:missing_years:free_cash_flow
ASML,ASML:historical:missing_years:gross_margin,gross_margin,0,count,"['2023', '2024', '2025']",missing_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ASML:historical:missing_years:gross_margin
ASML,ASML:historical:missing_years:operating_margin,operating_margin,0,count,"['2023', '2024', '2025']",missing_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ASML:historical:missing_years:operating_margin
ASML,ASML:historical:missing_years:net_margin,net_margin,0,count,"['2023', '2024', '2025']",missing_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ASML:historical:missing_years:net_margin
ASML,ASML:historical:missing_years:ebitda_margin,ebitda_margin,0,count,"['2023', '2024', '2025']",missing_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ASML:historical:missing_years:ebitda_margin
ASML,ASML:historical:missing_years:free_cash_flow_margin,free_cash_flow_margin,0,count,"['2023', '2024', '2025']",missing_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ASML:historical:missing_years:free_cash_flow_margin
AAPL,AAPL:historical:yoy:revenue:2024,revenue,0.020219940775141213457348970,decimal_ratio,2024,YoY,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,AAPL:historical:yoy:revenue:2024
AAPL,AAPL:historical:yoy:revenue:2025,revenue,0.064255117828327387574002327,decimal_ratio,2025,YoY,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,AAPL:historical:yoy:revenue:2025
AAPL,AAPL:historical:yoy:net_income:2024,net_income,-0.0335996700860869116964792000,decimal_ratio,2024,YoY,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,AAPL:historical:yoy:net_income:2024
AAPL,AAPL:historical:yoy:net_income:2025,net_income,0.194951779465733549543398481,decimal_ratio,2025,YoY,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,AAPL:historical:yoy:net_income:2025
AAPL,AAPL:historical:yoy:free_cash_flow:2024,free_cash_flow,0.092615279562982005141388175,decimal_ratio,2024,YoY,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,AAPL:historical:yoy:free_cash_flow:2024
AAPL,AAPL:historical:yoy:free_cash_flow:2025,free_cash_flow,-0.0922734750521565708088634003,decimal_ratio,2025,YoY,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,AAPL:historical:yoy:free_cash_flow:2025
AAPL,AAPL:historical:cagr:revenue:3Y_CAGR,revenue,0.042004939182371198952392751,decimal_ratio,3Y_CAGR,CAGR,HISTORICAL_ANALYSIS,,AVAILABLE,LOW,AAPL:historical:cagr:revenue:3Y_CAGR
AAPL,AAPL:historical:cagr:net_income:3Y_CAGR,net_income,0.074617045233743915999284253,decimal_ratio,3Y_CAGR,CAGR,HISTORICAL_ANALYSIS,,AVAILABLE,LOW,AAPL:historical:cagr:net_income:3Y_CAGR
AAPL,AAPL:historical:cagr:free_cash_flow:3Y_CAGR,free_cash_flow,-0.0041105127462073124059693268,decimal_ratio,3Y_CAGR,CAGR,HISTORICAL_ANALYSIS,,AVAILABLE,LOW,AAPL:historical:cagr:free_cash_flow:3Y_CAGR
AAPL,AAPL:historical:margin_trend:gross_margin,gross_margin,0.0277403452995288896868777525,decimal_ratio_delta,"['2023', '2024', '2025']",trend,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,AAPL:historical:margin_trend:gross_margin
AAPL,AAPL:historical:margin_trend:operating_margin,operating_margin,0.0214938749756716099915938223,decimal_ratio_delta,"['2023', '2024', '2025']",trend,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,AAPL:historical:margin_trend:operating_margin
AAPL,AAPL:historical:margin_trend:net_margin,net_margin,0.0160882985749795475250417768,decimal_ratio_delta,"['2023', '2024', '2025']",trend,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,AAPL:historical:margin_trend:net_margin
AAPL,AAPL:historical:margin_trend:ebitda_margin,ebitda_margin,0.0195498338850898751636840573,decimal_ratio_delta,"['2023', '2024', '2025']",trend,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,AAPL:historical:margin_trend:ebitda_margin
AAPL,AAPL:historical:margin_trend:free_cash_flow_margin,free_cash_flow_margin,-0.0224882851157149275333632808,decimal_ratio_delta,"['2023', '2024', '2025']",trend,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,AAPL:historical:margin_trend:free_cash_flow_margin
AAPL,AAPL:historical:volatility:revenue,revenue,14032540563.51403057174980493,various,"['2023', '2024', '2025']",volatility,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,AAPL:historical:volatility:revenue
AAPL,AAPL:historical:volatility:net_income,net_income,7958296732.900130363729107444,various,"['2023', '2024', '2025']",volatility,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,AAPL:historical:volatility:net_income
AAPL,AAPL:historical:volatility:free_cash_flow,free_cash_flow,4552567261.081011932759240538,various,"['2023', '2024', '2025']",volatility,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,AAPL:historical:volatility:free_cash_flow
AAPL,AAPL:historical:volatility:gross_margin,gross_margin,0.01178046783842075986792347806,various,"['2023', '2024', '2025']",volatility,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,AAPL:historical:volatility:gross_margin
AAPL,AAPL:historical:volatility:operating_margin,operating_margin,0.009240057087576303740960846696,various,"['2023', '2024', '2025']",volatility,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,AAPL:historical:volatility:operating_margin
AAPL,AAPL:historical:volatility:net_margin,net_margin,0.01203536857368025153174741079,various,"['2023', '2024', '2025']",volatility,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,AAPL:historical:volatility:net_margin
AAPL,AAPL:historical:volatility:ebitda_margin,ebitda_margin,0.008520492504240310227287993403,various,"['2023', '2024', '2025']",volatility,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,AAPL:historical:volatility:ebitda_margin
AAPL,AAPL:historical:volatility:free_cash_flow_margin,free_cash_flow_margin,0.01673484751490278678749805631,various,"['2023', '2024', '2025']",volatility,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,AAPL:historical:volatility:free_cash_flow_margin
AAPL,AAPL:historical:negative_years:revenue,revenue,0,count,"['2023', '2024', '2025']",negative_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,AAPL:historical:negative_years:revenue
AAPL,AAPL:historical:negative_years:net_income,net_income,0,count,"['2023', '2024', '2025']",negative_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,AAPL:historical:negative_years:net_income
AAPL,AAPL:historical:negative_years:free_cash_flow,free_cash_flow,0,count,"['2023', '2024', '2025']",negative_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,AAPL:historical:negative_years:free_cash_flow
AAPL,AAPL:historical:negative_years:gross_margin,gross_margin,0,count,"['2023', '2024', '2025']",negative_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,AAPL:historical:negative_years:gross_margin
AAPL,AAPL:historical:negative_years:operating_margin,operating_margin,0,count,"['2023', '2024', '2025']",negative_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,AAPL:historical:negative_years:operating_margin
AAPL,AAPL:historical:negative_years:net_margin,net_margin,0,count,"['2023', '2024', '2025']",negative_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,AAPL:historical:negative_years:net_margin
AAPL,AAPL:historical:negative_years:ebitda_margin,ebitda_margin,0,count,"['2023', '2024', '2025']",negative_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,AAPL:historical:negative_years:ebitda_margin
AAPL,AAPL:historical:negative_years:free_cash_flow_margin,free_cash_flow_margin,0,count,"['2023', '2024', '2025']",negative_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,AAPL:historical:negative_years:free_cash_flow_margin
AAPL,AAPL:historical:missing_years:revenue,revenue,0,count,"['2023', '2024', '2025']",missing_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,AAPL:historical:missing_years:revenue
AAPL,AAPL:historical:missing_years:net_income,net_income,0,count,"['2023', '2024', '2025']",missing_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,AAPL:historical:missing_years:net_income
AAPL,AAPL:historical:missing_years:free_cash_flow,free_cash_flow,0,count,"['2023', '2024', '2025']",missing_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,AAPL:historical:missing_years:free_cash_flow
AAPL,AAPL:historical:missing_years:gross_margin,gross_margin,0,count,"['2023', '2024', '2025']",missing_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,AAPL:historical:missing_years:gross_margin
AAPL,AAPL:historical:missing_years:operating_margin,operating_margin,0,count,"['2023', '2024', '2025']",missing_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,AAPL:historical:missing_years:operating_margin
AAPL,AAPL:historical:missing_years:net_margin,net_margin,0,count,"['2023', '2024', '2025']",missing_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,AAPL:historical:missing_years:net_margin
AAPL,AAPL:historical:missing_years:ebitda_margin,ebitda_margin,0,count,"['2023', '2024', '2025']",missing_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,AAPL:historical:missing_years:ebitda_margin
AAPL,AAPL:historical:missing_years:free_cash_flow_margin,free_cash_flow_margin,0,count,"['2023', '2024', '2025']",missing_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,AAPL:historical:missing_years:free_cash_flow_margin
MSFT,MSFT:historical:yoy:revenue:2025,revenue,0.149321562324067199190607126,decimal_ratio,2025,YoY,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,MSFT:historical:yoy:revenue:2025
MSFT,MSFT:historical:yoy:revenue:2026,revenue,0.177886867998466584316565149,decimal_ratio,2026,YoY,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,MSFT:historical:yoy:revenue:2026
MSFT,MSFT:historical:yoy:net_income:2025,net_income,0.155396205863665244621947899,decimal_ratio,2025,YoY,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,MSFT:historical:yoy:net_income:2025
MSFT,MSFT:historical:yoy:net_income:2026,net_income,0.313427999057270798962997879,decimal_ratio,2026,YoY,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,MSFT:historical:yoy:net_income:2026
MSFT,MSFT:historical:yoy:free_cash_flow:2025,free_cash_flow,-0.0332113782721982962292935157,decimal_ratio,2025,YoY,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,MSFT:historical:yoy:free_cash_flow:2025
MSFT,MSFT:historical:yoy:free_cash_flow:2026,free_cash_flow,-0.0645710854477664046026448451,decimal_ratio,2026,YoY,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,MSFT:historical:yoy:free_cash_flow:2026
MSFT,MSFT:historical:cagr:revenue:3Y_CAGR,revenue,0.163516555691838845854899677,decimal_ratio,3Y_CAGR,CAGR,HISTORICAL_ANALYSIS,,AVAILABLE,LOW,MSFT:historical:cagr:revenue:3Y_CAGR
MSFT,MSFT:historical:cagr:net_income:3Y_CAGR,net_income,0.231880565146587728598831763,decimal_ratio,3Y_CAGR,CAGR,HISTORICAL_ANALYSIS,,AVAILABLE,LOW,MSFT:historical:cagr:net_income:3Y_CAGR
MSFT,MSFT:historical:cagr:free_cash_flow:3Y_CAGR,free_cash_flow,-0.0490204886411655672343833440,decimal_ratio,3Y_CAGR,CAGR,HISTORICAL_ANALYSIS,,AVAILABLE,LOW,MSFT:historical:cagr:free_cash_flow:3Y_CAGR
MSFT,MSFT:historical:margin_trend:gross_margin,gross_margin,-0.0182035045739106598151516578,decimal_ratio_delta,"['2024', '2025', '2026']",trend,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,MSFT:historical:margin_trend:gross_margin
MSFT,MSFT:historical:margin_trend:operating_margin,operating_margin,0.0213651883565350396908558764,decimal_ratio_delta,"['2024', '2025', '2026']",trend,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,MSFT:historical:margin_trend:operating_margin
MSFT,MSFT:historical:margin_trend:net_margin,net_margin,0.0434941611506719296769672340,decimal_ratio_delta,"['2024', '2025', '2026']",trend,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,MSFT:historical:margin_trend:net_margin
MSFT,MSFT:historical:margin_trend:ebitda_margin,ebitda_margin,0.0573000377642900096270491031,decimal_ratio_delta,"['2024', '2025', '2026']",trend,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,MSFT:historical:margin_trend:ebitda_margin
MSFT,MSFT:historical:margin_trend:free_cash_flow_margin,free_cash_flow_margin,-0.1003141737479837920219067088,decimal_ratio_delta,"['2024', '2025', '2026']",trend,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,MSFT:historical:margin_trend:free_cash_flow_margin
MSFT,MSFT:historical:volatility:revenue,revenue,35545053911.27653861045903819,various,"['2024', '2025', '2026']",volatility,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,MSFT:historical:volatility:revenue
MSFT,MSFT:historical:volatility:net_income,net_income,19110267961.37499364382708917,various,"['2024', '2025', '2026']",volatility,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,MSFT:historical:volatility:net_income
MSFT,MSFT:historical:volatility:free_cash_flow,free_cash_flow,2936665380.249434471743140514,various,"['2024', '2025', '2026']",volatility,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,MSFT:historical:volatility:free_cash_flow
MSFT,MSFT:historical:volatility:gross_margin,gross_margin,0.007432942725880323864877946802,various,"['2024', '2025', '2026']",volatility,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,MSFT:historical:volatility:gross_margin
MSFT,MSFT:historical:volatility:operating_margin,operating_margin,0.008732752410294651976444245842,various,"['2024', '2025', '2026']",volatility,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,MSFT:historical:volatility:operating_margin
MSFT,MSFT:historical:volatility:net_margin,net_margin,0.02007041136502102147370828028,various,"['2024', '2025', '2026']",volatility,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,MSFT:historical:volatility:net_margin
MSFT,MSFT:historical:volatility:ebitda_margin,ebitda_margin,0.02339815559905536529321876107,various,"['2024', '2025', '2026']",volatility,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,MSFT:historical:volatility:ebitda_margin
MSFT,MSFT:historical:volatility:free_cash_flow_margin,free_cash_flow_margin,0.04096581024638311044852367458,various,"['2024', '2025', '2026']",volatility,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,MSFT:historical:volatility:free_cash_flow_margin
MSFT,MSFT:historical:negative_years:revenue,revenue,0,count,"['2024', '2025', '2026']",negative_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,MSFT:historical:negative_years:revenue
MSFT,MSFT:historical:negative_years:net_income,net_income,0,count,"['2024', '2025', '2026']",negative_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,MSFT:historical:negative_years:net_income
MSFT,MSFT:historical:negative_years:free_cash_flow,free_cash_flow,0,count,"['2024', '2025', '2026']",negative_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,MSFT:historical:negative_years:free_cash_flow
MSFT,MSFT:historical:negative_years:gross_margin,gross_margin,0,count,"['2024', '2025', '2026']",negative_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,MSFT:historical:negative_years:gross_margin
MSFT,MSFT:historical:negative_years:operating_margin,operating_margin,0,count,"['2024', '2025', '2026']",negative_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,MSFT:historical:negative_years:operating_margin
MSFT,MSFT:historical:negative_years:net_margin,net_margin,0,count,"['2024', '2025', '2026']",negative_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,MSFT:historical:negative_years:net_margin
MSFT,MSFT:historical:negative_years:ebitda_margin,ebitda_margin,0,count,"['2024', '2025', '2026']",negative_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,MSFT:historical:negative_years:ebitda_margin
MSFT,MSFT:historical:negative_years:free_cash_flow_margin,free_cash_flow_margin,0,count,"['2024', '2025', '2026']",negative_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,MSFT:historical:negative_years:free_cash_flow_margin
MSFT,MSFT:historical:missing_years:revenue,revenue,0,count,"['2024', '2025', '2026']",missing_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,MSFT:historical:missing_years:revenue
MSFT,MSFT:historical:missing_years:net_income,net_income,0,count,"['2024', '2025', '2026']",missing_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,MSFT:historical:missing_years:net_income
MSFT,MSFT:historical:missing_years:free_cash_flow,free_cash_flow,0,count,"['2024', '2025', '2026']",missing_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,MSFT:historical:missing_years:free_cash_flow
MSFT,MSFT:historical:missing_years:gross_margin,gross_margin,0,count,"['2024', '2025', '2026']",missing_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,MSFT:historical:missing_years:gross_margin
MSFT,MSFT:historical:missing_years:operating_margin,operating_margin,0,count,"['2024', '2025', '2026']",missing_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,MSFT:historical:missing_years:operating_margin
MSFT,MSFT:historical:missing_years:net_margin,net_margin,0,count,"['2024', '2025', '2026']",missing_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,MSFT:historical:missing_years:net_margin
MSFT,MSFT:historical:missing_years:ebitda_margin,ebitda_margin,0,count,"['2024', '2025', '2026']",missing_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,MSFT:historical:missing_years:ebitda_margin
MSFT,MSFT:historical:missing_years:free_cash_flow_margin,free_cash_flow_margin,0,count,"['2024', '2025', '2026']",missing_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,MSFT:historical:missing_years:free_cash_flow_margin
TSM,TSM:historical:yoy:revenue:2024,revenue,0.338881328606391215799821606,decimal_ratio,2024,YoY,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,TSM:historical:yoy:revenue:2024
TSM,TSM:historical:yoy:revenue:2025,revenue,0.316050225067638800117900388,decimal_ratio,2025,YoY,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,TSM:historical:yoy:revenue:2025
TSM,TSM:historical:yoy:net_income:2024,net_income,0.360148324196732961806061072,decimal_ratio,2024,YoY,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,TSM:historical:yoy:net_income:2024
TSM,TSM:historical:yoy:net_income:2025,net_income,0.464440518247614584891076547,decimal_ratio,2025,YoY,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,TSM:historical:yoy:net_income:2025
TSM,TSM:historical:yoy:free_cash_flow:2024,free_cash_flow,1.978501149236438068735121111,decimal_ratio,2024,YoY,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,TSM:historical:yoy:free_cash_flow:2024
TSM,TSM:historical:yoy:free_cash_flow:2025,free_cash_flow,0.152147751257052352722558082,decimal_ratio,2025,YoY,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,TSM:historical:yoy:free_cash_flow:2025
TSM,TSM:historical:cagr:revenue:3Y_CAGR,revenue,0.327416691868570870186594642,decimal_ratio,3Y_CAGR,CAGR,HISTORICAL_ANALYSIS,,AVAILABLE,LOW,TSM:historical:cagr:revenue:3Y_CAGR
TSM,TSM:historical:cagr:net_income:3Y_CAGR,net_income,0.411331398637573043909106862,decimal_ratio,3Y_CAGR,CAGR,HISTORICAL_ANALYSIS,,AVAILABLE,LOW,TSM:historical:cagr:net_income:3Y_CAGR
TSM,TSM:historical:cagr:free_cash_flow:3Y_CAGR,free_cash_flow,0.852477638518022223994499756,decimal_ratio,3Y_CAGR,CAGR,HISTORICAL_ANALYSIS,,AVAILABLE,LOW,TSM:historical:cagr:free_cash_flow:3Y_CAGR
TSM,TSM:historical:margin_trend:gross_margin,gross_margin,0.0553176433178056951477270744,decimal_ratio_delta,"['2023', '2024', '2025']",trend,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,TSM:historical:margin_trend:gross_margin
